fedex,132196785,2014-06-06,798865455818,17500363785176,2014-05-15,AURORA JET PARTNERS,AB,NT,,
fedex,132261235,2014-06-09,559401249569,17525147528291,2014-06-05,FLIGHTPATH CHARTER AIRWAYS LTD,ON,NT,,
fedex,132261235,2014-06-09,770012682289,17500364215679,2014-05-17,AURORA JET PARTNERS,AB,NT,,
fedex,132261235,2014-06-09,770013465817,17500364215691,2014-05-17,AURORA JET PARTNERS,AB,NT,,
